1,"123456","17319758665","zhengzhou"
2,123456,"17319758665","zhengzhou"
3,123456,"17319758665","zhengzhou"
4,123456,"17319758665","zhengzhou"
5,123456,"17319758665","zhengzhou"
6,123456,"17319758665","zhengzhou"
7,123456,"17319758665","zhengzhou"
8,123456,"17319758665","zhengzhou"
9,123456,"17319758665","zhengzhou"
10,123456,"17319758665","zhengzhou"
11,123456,"17319758665","zhengzhou"
12,123456,"17319758665","zhengzhou"
13,123456,"17319758665","zhengzhou"
14,123456,"17319758665","zhengzhou"
15,123456,"17319758665","zhengzhou"
16,123456,"17319758665","zhengzhou"
17,123456,"17319758665","zhengzhou"
18,123456,"17319758665","zhengzhou"
19,123456,"17319758665","zhengzhou"
20,123456,"17319758665","zhengzhou"
